hospital_id;device_id;utilization_date;amount;name;creation_date;title;category;department_id;extra_info
43;108;2020-06-10;4281;Watson PLC;2010-11-01;Ginecologia;Sutura Mecânica;1045;Software v4.2
44;102;2024-04-18;4425;Stewart, Thomas and Goodwin;2015-11-02;Cuidados Intensivos;Ventilação;1046;Calibração pendente
45;108;2022-03-14;496;Tate-Lewis;2015-03-18;Oncologia;Sutura Mecânica;1047;Manutenção efetuada
46;107;2021-04-27;119;Meyer Inc;2013-06-16;Oncologia;Desfibrilhação;1048;Calibração pendente
47;103;2020-12-03;4242;Stevenson, Ross and Francis;2014-02-17;Cardiologia;Diagnóstico;1049;Equipamento Novo
48;101;2023-07-16;2594;Park PLC;2015-07-13;Ortopedia;Monitorização;1050;Ala Norte
49;107;2025-02-07;1792;Parker-Schwartz;2019-11-07;Radiologia;Desfibrilhação;1051;Piso 1
50;106;2020-10-22;2340;Gonzalez, Adams and Avery;2019-07-08;Cardiologia;Infusão;1052;Uso Urgente
13;102;2022-11-01;260;White, Mahoney and Merritt;2015-09-07;Ginecologia;Ventilação;1053;Ala Norte
51;108;2023-08-31;113;Bradley LLC;2018-10-21;Urgências;Sutura Mecânica;1054;Equipamento Novo
52;104;2024-08-10;796;Pierce and Sons;2020-10-09;Ginecologia;Imagiologia;1055;Calibração pendente
53;104;2025-12-17;756;Morrison PLC;2020-11-12;Cardiologia;Imagiologia;1056;Equipamento Novo
54;102;2023-07-03;135;Mcfarland, Norris and Wilson;2019-06-17;Oncologia;Ventilação;1057;Equipamento Novo
55;102;2020-03-26;1096;Page, Rojas and Sims;2017-05-31;Neurologia;Ventilação;1058;Ala Norte
25;103;2025-06-24;4070;Reilly, Rios and Dominguez;2023-03-22;Pediatria;Diagnóstico;1059;Calibração pendente
56;101;2020-02-16;2002;Hicks Inc;2014-09-27;Ortopedia;Monitorização;1060;Sala 302
48;106;2022-11-16;3428;Park PLC;2015-12-21;Radiologia;Infusão;1061;Equipamento Novo
57;101;2026-01-02;1471;Walton-Haynes;2017-09-13;Cardiologia;Monitorização;1062;Uso Urgente
58;103;2020-11-28;1588;Kim, Thompson and Stafford;2012-06-03;Bloco Operatório;Diagnóstico;1063;Sala 302
15;108;2022-05-21;2137;Khan Group;2014-02-18;Cardiologia;Sutura Mecânica;1064;Equipamento Novo
59;107;2024-09-14;3482;Thornton-Smith;2023-05-28;Neurologia;Desfibrilhação;1065;Sala 302
60;104;2020-12-23;1980;Macdonald and Sons;2015-12-15;Neurologia;Imagiologia;1066;Uso Urgente
61;107;2024-04-23;456;Olson, Phillips and Nelson;2017-03-01;Cardiologia;Desfibrilhação;1067;Manutenção efetuada
62;105;2021-03-08;1776;Rodriguez Inc;2013-01-19;Cuidados Intensivos;Esterilização;1068;Ala Norte
63;106;2020-06-10;829;Moore, Brady and Scott;2018-12-01;Ginecologia;Infusão;1069;Ala Norte
64;101;2020-09-27;1339;Roberts-Brown;2017-08-07;Cardiologia;Monitorização;1070;Uso Urgente
65;105;2025-01-08;2774;Moreno Inc;2017-08-15;Oncologia;Esterilização;1071;Equipamento Novo
65;102;2025-01-08;2774;Moreno Inc;2021-01-04;Pediatria;Ventilação;1072;Equipamento Novo
65;102;2025-01-08;2774;Moreno Inc;2021-12-13;Ortopedia;Ventilação;1073;Calibração pendente
66;101;2025-08-23;2020;Schultz-Sloan;2022-02-14;Neurologia;Monitorização;1074;Equipamento Novo
67;104;2024-01-16;1705;Scott and Sons;2021-03-24;Radiologia;Imagiologia;1075;Calibração pendente
68;103;2024-05-10;3182;Foster, Cabrera and Woods;2014-11-02;Pediatria;Diagnóstico;1076;Sala 302
69;106;2022-06-20;2559;Kline, Alexander and Allen;2021-03-22;Oncologia;Infusão;1077;Equipamento Novo
70;106;2024-07-22;3644;Long-Russell;2022-04-07;Ginecologia;Infusão;1078;Calibração pendente
43;106;2024-12-30;4604;Watson PLC;2018-08-05;Urgências;Infusão;1079;Software v4.2
5;108;2025-03-13;3334;Morris PLC;2015-04-28;Radiologia;Sutura Mecânica;1080;Equipamento Novo
13;106;2020-02-25;4446;White, Mahoney and Merritt;2015-06-22;Urgências;Infusão;1081;Piso 1
71;107;2020-05-22;434;Gallegos and Sons;2010-09-13;Pediatria;Desfibrilhação;1082;Piso 1
72;106;2023-08-31;4117;Richard, Rodriguez and Smith;2021-03-20;Urgências;Infusão;1083;Software v4.2
73;103;2025-09-02;1186;Lee, Brown and Cox;2023-10-21;Ortopedia;Diagnóstico;1084;Manutenção efetuada
40;101;2023-05-03;2403;Foster and Sons;2019-04-18;Neurologia;Monitorização;1085;Software v4.2
74;108;2025-09-02;678;Mcbride Ltd;2022-04-26;Cardiologia;Sutura Mecânica;1086;Calibração pendente
75;108;2020-07-04;627;Wright-Martin;2011-07-13;Cardiologia;Sutura Mecânica;1087;Sala 302
76;108;2023-05-08;3701;Harrison Group;2017-06-02;Urgências;Sutura Mecânica;1088;Piso 1
76;101;2023-05-08;3701;Harrison Group;2018-11-01;Ortopedia;Monitorização;1089;Sala 302
37;104;2020-07-03;3396;Riggs LLC;2013-03-29;Pediatria;Imagiologia;1090;Uso Urgente
77;107;2020-03-19;3841;Smith LLC;2017-05-02;Cardiologia;Desfibrilhação;1091;Manutenção efetuada
78;102;2021-06-24;518;Warren-Everett;2020-01-21;Cardiologia;Ventilação;1092;Ala Norte
79;101;2024-02-23;295;Jones PLC;2020-04-16;Cardiologia;Monitorização;1093;Manutenção efetuada
28;108;2024-06-05;2574;Esparza LLC;2015-07-20;Pediatria;Sutura Mecânica;1094;Software v4.2
80;103;2023-12-15;479;Potter, Rodriguez and Morrison;2021-01-31;Cuidados Intensivos;Diagnóstico;1095;Ala Norte
81;101;2025-01-15;415;Holmes Group;2022-12-29;Radiologia;Monitorização;1096;Ala Norte
82;105;2025-09-10;2016;Rodriguez-Willis;2018-01-04;Radiologia;Esterilização;1097;Equipamento Novo
83;102;2022-01-30;2668;Adams, Patterson and Cantrell;2013-01-14;Urgências;Ventilação;1098;Equipamento Novo
6;101;2021-02-09;1903;Russell LLC;2012-03-24;Urgências;Monitorização;1099;Ala Norte
84;104;2025-10-25;1028;Contreras-Henderson;2018-11-15;Bloco Operatório;Imagiologia;1100;Sala 302
85;108;2024-01-28;104;Jones-Boyd;2016-05-07;Ortopedia;Sutura Mecânica;1101;Software v4.2
86;108;2021-07-13;2565;Bailey-Hoffman;2014-07-23;Radiologia;Sutura Mecânica;1102;Ala Norte
87;103;2025-11-06;3966;Smith Inc;2024-08-13;Urgências;Diagnóstico;1103;Software v4.2
88;104;2021-07-09;4535;Smith-Williams;2015-02-19;Urgências;Imagiologia;1104;Ala Norte
89;108;2022-08-09;2157;Stanton Group;2016-09-03;Urgências;Sutura Mecânica;1105;Software v4.2
90;107;2021-09-01;4150;Pratt-Stephens;2012-12-28;Cardiologia;Desfibrilhação;1106;Piso 1
91;108;2024-11-23;2651;Hill-Hood;2018-04-15;Bloco Operatório;Sutura Mecânica;1107;Sala 302
92;106;2025-04-22;2695;Harris and Sons;2015-12-20;Ortopedia;Infusão;1108;Software v4.2
93;102;2021-12-12;1910;Spencer-Barnes;2020-02-05;Oncologia;Ventilação;1109;Ala Norte
94;103;2021-09-13;4997;Wilkinson Group;2018-12-23;Ginecologia;Diagnóstico;1110;Equipamento Novo
95;102;2020-10-25;201;Silva PLC;2017-03-19;Oncologia;Ventilação;1111;Manutenção efetuada
96;104;2023-07-04;3196;Taylor, Mills and Stanley;2015-08-08;Cardiologia;Imagiologia;1112;Manutenção efetuada
97;102;2023-06-15;1446;Simmons Inc;2020-05-13;Urgências;Ventilação;1113;Calibração pendente
98;108;2020-08-26;3422;Haynes, Cowan and Dunn;2013-01-16;Ginecologia;Sutura Mecânica;1114;Piso 1
99;102;2020-09-29;2721;Stephens Ltd;2015-01-08;Ortopedia;Ventilação;1115;Manutenção efetuada
66;108;2023-06-09;950;Schultz-Sloan;2015-08-23;Neurologia;Sutura Mecânica;1074;Calibração pendente
100;101;2025-04-16;2054;Flores-Martin;2022-06-05;Urgências;Monitorização;1116;Calibração pendente
67;108;2023-11-21;233;Scott and Sons;2014-03-17;Urgências;Sutura Mecânica;1117;Equipamento Novo
101;107;2025-11-09;2623;Dixon, Wilson and Dillon;2018-12-19;Cuidados Intensivos;Desfibrilhação;1118;Piso 1
102;108;2024-10-26;3016;Ramirez-Ayala;2023-08-04;Cuidados Intensivos;Sutura Mecânica;1119;Piso 1
103;103;2025-03-05;1202;Brown Group;2019-08-25;Cardiologia;Diagnóstico;1120;Ala Norte
104;104;2023-12-18;1708;Skinner-Soto;2017-09-04;Ginecologia;Imagiologia;1121;Piso 1
77;107;2021-11-01;970;Smith LLC;2015-03-20;Cardiologia;Desfibrilhação;1091;Sala 302
8;103;2021-03-21;4822;Stephens-Massey;2019-08-11;Cardiologia;Diagnóstico;1122;Manutenção efetuada
105;107;2024-11-01;2143;Cooper, Walker and Farrell;2019-02-14;Oncologia;Desfibrilhação;1123;Manutenção efetuada
106;101;2023-12-26;2689;Hamilton PLC;2019-07-21;Oncologia;Monitorização;1124;Equipamento Novo
107;107;2023-03-29;2275;Strong-Ross;2016-07-25;Radiologia;Desfibrilhação;1125;Piso 1
63;108;2022-12-19;2852;Moore, Brady and Scott;2018-08-02;Bloco Operatório;Sutura Mecânica;1126;Ala Norte
108;107;2021-08-15;4354;Sanford, Malone and Donovan;2014-02-18;Ortopedia;Desfibrilhação;1127;Equipamento Novo
109;108;2024-10-21;488;Hurley, Gonzalez and Gonzalez;2018-08-08;Oncologia;Sutura Mecânica;1128;Manutenção efetuada
110;102;2021-12-13;2097;Lee-Olson;2019-04-22;Ginecologia;Ventilação;1129;Piso 1
111;107;2023-12-10;721;Lowe-Hayes;2020-04-14;Cuidados Intensivos;Desfibrilhação;1130;Uso Urgente
112;103;2024-08-04;707;Baird, Sullivan and Hogan;2016-08-03;Oncologia;Diagnóstico;1131;Sala 302
113;101;2022-10-04;502;Kirby and Sons;2018-05-18;Urgências;Monitorização;1132;Equipamento Novo
114;101;2020-06-24;4060;Russo Group;2017-12-07;Cardiologia;Monitorização;1133;Sala 302
115;102;2021-01-09;3901;Adams, Case and Evans;2017-02-07;Cuidados Intensivos;Ventilação;1134;Ala Norte
116;108;2021-01-24;4537;Jordan, Craig and Parker;2016-02-13;Cardiologia;Sutura Mecânica;1135;Manutenção efetuada
117;108;2023-01-23;709;Mills Ltd;2015-05-16;Cardiologia;Sutura Mecânica;1136;Calibração pendente
117;106;2023-01-23;709;Mills Ltd;2020-02-10;Pediatria;Infusão;1137;Ala Norte
118;106;2024-06-11;3869;Thomas Group;2017-02-21;Oncologia;Infusão;1138;Ala Norte
119;103;2020-09-28;3830;Flowers Inc;2015-11-20;Radiologia;Diagnóstico;1139;Software v4.2
120;104;2020-01-16;815;Baker-Watts;2014-03-16;Cardiologia;Imagiologia;1140;Uso Urgente
121;108;2025-01-13;4447;Woods, Cook and Mullins;2017-11-08;Ginecologia;Sutura Mecânica;1141;Uso Urgente
122;104;2022-01-26;3616;Davis, Terry and Diaz;2015-04-16;Cardiologia;Imagiologia;1142;Sala 302
123;101;2023-04-19;1870;Jackson and Sons;2020-11-01;Radiologia;Monitorização;1143;Equipamento Novo
124;103;2021-11-30;3164;Phillips LLC;2015-05-01;Cuidados Intensivos;Diagnóstico;1144;Piso 1
125;107;2023-08-31;1031;Reed PLC;2014-10-25;Radiologia;Desfibrilhação;1145;Sala 302
62;101;2023-10-26;4261;Rodriguez Inc;2020-01-14;Cuidados Intensivos;Monitorização;1068;Sala 302
126;102;2020-06-04;3549;Jensen, Jones and Silva;2012-02-27;Ginecologia;Ventilação;1146;Uso Urgente
127;107;2021-01-05;4978;Garcia and Sons;2012-08-10;Oncologia;Desfibrilhação;1147;Equipamento Novo
73;107;2025-05-24;2648;Lee, Brown and Cox;2024-05-05;Radiologia;Desfibrilhação;1148;Equipamento Novo
128;106;2024-10-17;2772;Woods-Lopez;2017-09-24;Bloco Operatório;Infusão;1149;Equipamento Novo
129;106;2021-10-15;2464;Pham and Sons;2015-10-21;Urgências;Infusão;1150;Uso Urgente
130;107;2024-01-23;2025;Wilson, Howe and Duran;2020-10-01;Cardiologia;Desfibrilhação;1151;Piso 1
131;107;2021-03-30;4034;Bailey-Warren;2020-02-11;Ortopedia;Desfibrilhação;1152;Manutenção efetuada
18;108;2025-01-06;4775;Torres, Fry and Wilson;2021-10-08;Radiologia;Sutura Mecânica;1153;Software v4.2
18;105;2025-01-06;4775;Torres, Fry and Wilson;2017-10-06;Cuidados Intensivos;Esterilização;1154;Piso 1
132;107;2025-08-01;3410;Stewart-Garcia;2024-03-30;Urgências;Desfibrilhação;1155;Software v4.2
118;104;2020-09-13;1504;Thomas Group;2017-03-17;Pediatria;Imagiologia;1156;Piso 1
133;103;2026-01-01;3828;Davis Inc;2024-10-30;Ortopedia;Diagnóstico;1157;Manutenção efetuada
134;104;2022-02-14;3083;Kim-Pierce;2016-11-13;Cuidados Intensivos;Imagiologia;1158;Uso Urgente
135;106;2020-12-29;2475;Mendoza, Marshall and Warner;2018-05-04;Pediatria;Infusão;1159;Equipamento Novo
88;103;2023-06-24;3170;Smith-Williams;2017-09-14;Cardiologia;Diagnóstico;1160;Manutenção efetuada
136;108;2021-04-25;4036;Juarez Inc;2015-12-26;Ginecologia;Sutura Mecânica;1161;Ala Norte
137;106;2025-06-28;191;Willis and Sons;2023-03-26;Neurologia;Infusão;1162;Equipamento Novo
10;102;2025-01-13;2724;Banks, Robertson and Martinez;2023-12-14;Radiologia;Ventilação;1163;Manutenção efetuada
138;102;2024-08-03;3333;Lawrence LLC;2017-06-12;Pediatria;Ventilação;1164;Ala Norte
89;108;2023-09-21;2708;Stanton Group;2018-09-11;Pediatria;Sutura Mecânica;1165;Uso Urgente
94;105;2025-06-23;2088;Wilkinson Group;2016-01-14;Bloco Operatório;Esterilização;1166;Manutenção efetuada
24;105;2022-12-17;3485;Vang, Tanner and Robinson;2018-06-19;Cuidados Intensivos;Esterilização;1167;Equipamento Novo
139;104;2022-03-12;2870;Bradley, Bernard and Castro;2012-10-10;Cardiologia;Imagiologia;1168;Uso Urgente
140;106;2021-08-23;3537;Rodriguez-Edwards;2016-08-23;Urgências;Infusão;1169;Ala Norte
140;103;2021-08-23;3537;Rodriguez-Edwards;2013-04-16;Neurologia;Diagnóstico;1170;Ala Norte
141;105;2025-11-24;145;Espinoza Group;2020-07-04;Ortopedia;Esterilização;1171;Manutenção efetuada
142;105;2024-10-16;4053;Wilson and Sons;2020-03-05;Ortopedia;Esterilização;1172;Ala Norte
143;107;2023-06-08;787;Carey-Frazier;2019-06-05;Cardiologia;Desfibrilhação;1173;Calibração pendente
144;107;2025-07-01;437;Booker Group;2017-02-27;Neurologia;Desfibrilhação;1174;Sala 302
145;102;2021-04-23;3011;Valentine-Stewart;2012-10-14;Radiologia;Ventilação;1175;Software v4.2
146;106;2023-07-03;3679;Weaver-Hernandez;2014-06-02;Cuidados Intensivos;Infusão;1176;Calibração pendente
147;107;2020-02-03;2273;Hodges Group;2018-03-20;Urgências;Desfibrilhação;1177;Calibração pendente
124;106;2024-05-25;4516;Phillips LLC;2021-03-10;Oncologia;Infusão;1178;Calibração pendente
148;107;2024-06-29;2786;Riley Ltd;2018-10-21;Bloco Operatório;Desfibrilhação;1179;Ala Norte
149;102;2022-10-29;2975;Weaver Inc;2018-11-01;Urgências;Ventilação;1180;Manutenção efetuada
57;108;2022-10-09;1699;Walton-Haynes;2021-09-08;Pediatria;Sutura Mecânica;1181;Calibração pendente
125;103;2024-05-28;3300;Reed PLC;2018-11-06;Bloco Operatório;Diagnóstico;1182;Equipamento Novo
150;108;2022-01-21;4866;Richards, Wagner and Craig;2012-02-19;Cardiologia;Sutura Mecânica;1183;Software v4.2
133;101;2025-12-03;1233;Davis Inc;2024-03-04;Cuidados Intensivos;Monitorização;1184;Ala Norte
100;103;2024-11-22;4510;Flores-Martin;2020-07-24;Neurologia;Diagnóstico;1185;Calibração pendente
53;108;2024-02-07;1602;Morrison PLC;2017-11-30;Radiologia;Sutura Mecânica;1186;Ala Norte
151;102;2020-09-12;1149;Dunn, Serrano and Dillon;2012-12-03;Radiologia;Ventilação;1187;Software v4.2
152;104;2023-12-02;4106;Rogers-Blake;2018-02-12;Urgências;Imagiologia;1188;Piso 1
71;102;2024-01-11;826;Gallegos and Sons;2022-07-06;Cuidados Intensivos;Ventilação;1189;Calibração pendente
153;101;2021-05-10;3043;Evans-Lang;2014-06-08;Neurologia;Monitorização;1190;Calibração pendente
108;105;2021-01-13;3693;Sanford, Malone and Donovan;2013-04-03;Pediatria;Esterilização;1191;Manutenção efetuada
154;106;2025-05-17;3120;Curtis LLC;2021-09-28;Cuidados Intensivos;Infusão;1192;Ala Norte
155;103;2024-07-12;1799;Yang, Torres and Patel;2022-09-21;Neurologia;Diagnóstico;1193;Equipamento Novo
156;106;2022-01-18;382;Martinez PLC;2014-04-22;Pediatria;Infusão;1194;Equipamento Novo
123;101;2022-05-29;1727;Jackson and Sons;2019-01-23;Urgências;Monitorização;1195;Software v4.2
9;106;2021-01-27;2612;Sanders Group;2017-06-13;Urgências;Infusão;1196;Software v4.2
95;105;2023-08-15;1351;Silva PLC;2022-03-31;Ginecologia;Esterilização;1197;Ala Norte
157;106;2025-07-29;4820;Jackson-Williams;2022-02-03;Cuidados Intensivos;Infusão;1198;Software v4.2
158;103;2022-06-29;4053;Ewing Ltd;2015-08-29;Cuidados Intensivos;Diagnóstico;1199;Piso 1
159;108;2025-04-06;2671;Reed LLC;2015-05-31;Radiologia;Sutura Mecânica;1200;Software v4.2
160;102;2026-02-07;1994;Stuart Inc;2020-02-22;Ortopedia;Ventilação;1201;Piso 1
63;108;2022-12-22;1891;Moore, Brady and Scott;2016-08-24;Radiologia;Sutura Mecânica;1202;Ala Norte
54;102;2022-05-30;3261;Mcfarland, Norris and Wilson;2019-02-16;Pediatria;Ventilação;1203;Calibração pendente
153;104;2020-11-21;1832;Evans-Lang;2015-09-14;Pediatria;Imagiologia;1204;Ala Norte
131;103;2022-10-12;218;Bailey-Warren;2016-03-13;Pediatria;Diagnóstico;1205;Ala Norte
161;102;2020-11-16;4851;James-Bennett;2017-10-08;Ortopedia;Ventilação;1206;Sala 302
162;105;2025-09-25;3140;Huffman, Crawford and Roberts;2021-02-09;Ortopedia;Esterilização;1207;Uso Urgente
163;101;2020-08-08;1427;Rubio, Ryan and Phillips;2014-04-03;Cardiologia;Monitorização;1208;Sala 302
30;107;2023-01-02;528;Manning-Long;2018-03-26;Ortopedia;Desfibrilhação;1209;Software v4.2
68;107;2023-04-08;3210;Foster, Cabrera and Woods;2017-03-04;Radiologia;Desfibrilhação;1210;Ala Norte
164;102;2023-12-12;867;Fox-Tucker;2017-12-07;Cardiologia;Ventilação;1211;Equipamento Novo
139;103;2023-12-02;2534;Bradley, Bernard and Castro;2022-01-21;Cuidados Intensivos;Diagnóstico;1212;Calibração pendente
165;106;2025-02-03;3384;Anthony-Harris;2022-07-27;Urgências;Infusão;1213;Calibração pendente
106;103;2021-07-08;4863;Hamilton PLC;2013-08-06;Ortopedia;Diagnóstico;1214;Ala Norte
166;105;2022-06-24;3841;Price, Ortiz and Buck;2013-12-25;Ginecologia;Esterilização;1215;Ala Norte
167;101;2023-09-29;550;Gomez, Cooley and Faulkner;2018-12-21;Ginecologia;Monitorização;1216;Piso 1
168;106;2023-08-01;3888;Schwartz Ltd;2020-05-06;Bloco Operatório;Infusão;1217;Calibração pendente
169;104;2022-12-29;1296;Mckinney-Fischer;2021-11-10;Oncologia;Imagiologia;1218;Manutenção efetuada
113;103;2024-01-08;2625;Kirby and Sons;2021-04-12;Neurologia;Diagnóstico;1219;Sala 302
170;102;2025-05-17;2312;Arnold-Armstrong;2021-03-22;Cuidados Intensivos;Ventilação;1220;Sala 302
24;103;2026-02-02;3530;Vang, Tanner and Robinson;2017-04-17;Pediatria;Diagnóstico;1221;Manutenção efetuada
164;106;2020-11-24;4945;Fox-Tucker;2012-08-19;Pediatria;Infusão;1222;Ala Norte
62;104;2023-03-05;434;Rodriguez Inc;2014-09-03;Radiologia;Imagiologia;1223;Sala 302
171;108;2023-11-12;924;Cox Ltd;2018-10-16;Cuidados Intensivos;Sutura Mecânica;1224;Uso Urgente
117;106;2021-12-29;1606;Mills Ltd;2016-11-22;Ortopedia;Infusão;1225;Equipamento Novo
117;108;2021-12-29;1606;Mills Ltd;2015-02-23;Pediatria;Sutura Mecânica;1137;Manutenção efetuada
6;102;2025-07-25;2065;Russell LLC;2020-10-31;Ortopedia;Ventilação;1226;Piso 1
172;105;2023-05-21;908;Sellers-Ortiz;2013-11-03;Ortopedia;Esterilização;1227;Sala 302
173;108;2023-08-30;446;Stewart and Sons;2020-05-28;Bloco Operatório;Sutura Mecânica;1228;Uso Urgente
174;103;2020-01-28;2472;Marshall-Lane;2011-11-21;Oncologia;Diagnóstico;1229;Sala 302
82;105;2021-02-06;3335;Rodriguez-Willis;2011-02-23;Cardiologia;Esterilização;1230;Software v4.2
105;108;2025-08-05;3118;Cooper, Walker and Farrell;2024-04-22;Cardiologia;Sutura Mecânica;1231;Ala Norte
175;104;2020-03-12;2938;Martinez Group;2011-04-16;Radiologia;Imagiologia;1232;Piso 1
176;106;2021-05-29;2369;Morgan, Gregory and Duran;2017-03-06;Ginecologia;Infusão;1233;Manutenção efetuada
119;106;2023-03-06;1167;Flowers Inc;2018-10-24;Radiologia;Infusão;1139;Uso Urgente
177;105;2022-02-24;1730;Harris LLC;2019-11-07;Neurologia;Esterilização;1234;Sala 302
163;107;2025-05-04;2502;Rubio, Ryan and Phillips;2016-01-11;Ortopedia;Desfibrilhação;1235;Piso 1
178;105;2025-08-02;2149;Haney and Sons;2016-01-27;Radiologia;Esterilização;1236;Manutenção efetuada
103;102;2020-01-02;4316;Brown Group;2018-08-20;Cardiologia;Ventilação;1120;Equipamento Novo
179;102;2022-04-04;1625;Thomas LLC;2014-09-21;Oncologia;Ventilação;1237;Software v4.2
180;102;2023-09-19;4161;Lee, Herman and Ramirez;2022-08-26;Bloco Operatório;Ventilação;1238;Piso 1
181;108;2026-01-29;1940;Williams-Shelton;2017-07-04;Neurologia;Sutura Mecânica;1239;Manutenção efetuada
77;108;2023-03-08;1901;Smith LLC;2020-06-05;Urgências;Sutura Mecânica;1240;Sala 302
182;105;2023-07-16;3847;Williams Group;2014-05-05;Bloco Operatório;Esterilização;1241;Equipamento Novo
183;101;2023-10-06;2034;Lewis, Rosales and Barrett;2019-08-07;Pediatria;Monitorização;1242;Sala 302
183;101;2023-10-06;2034;Lewis, Rosales and Barrett;2017-02-27;Neurologia;Monitorização;1243;Uso Urgente
